chunking,content,prefix,tfidf
naive,0.18121301115314065,0.19951359926262924,0.19127742925884347
recursive,0.17825183587447008,0.19098363333611337,0.19185633501099073
semantic,0.19525504506037947,0.22207893736661038,0.19742674061523396
