chunking,content,prefix,tfidf
naive,0.19434456535797065,0.20493298313185732,0.19441368329038822
recursive,0.1881919891275668,0.19910866299398663,0.20015844670534433
semantic,0.1921587419377847,0.21167874587858826,0.19786983805514108
