Retriever,semantic,naive,recursive
Content_,0.29186370095850106,0.5223805119594639,0.45023238417637773
Prefix-Fusion_,0.28898844959523334,0.4774293921369046,0.4341594122743155
TF-IDF_,0.271688436661737,0.4989965559348482,0.42061948444792635
