Retriever,semantic,naive,recursive
Content_,0.6688729256854257,0.5379813095886928,0.7132891414141413
Prefix-Fusion_,0.534238224473325,0.7504274891774892,0.6727288555742503
TF-IDF_,0.5729621175393234,0.569608134920635,0.6862006743256743
